Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2/6/20 23:23,22112,618,817
Guangdong,Mainland China,2/6/20 12:43,970,0,69
Zhejiang,Mainland China,2/6/20 10:53,954,0,94
Henan,Mainland China,2/6/20 11:23,851,2,56
Hunan,Mainland China,2/6/20 13:13,711,0,81
Jiangxi,Mainland China,2/6/20 2:33,600,0,37
Anhui,Mainland China,2/6/20 13:33,591,0,34
Chongqing,Mainland China,2/6/20 13:43,400,2,24
Jiangsu,Mainland China,2/6/20 8:03,373,0,34
Shandong,Mainland China,2/6/20 7:53,347,0,27
Sichuan,Mainland China,2/6/20 8:03,321,1,31
Beijing,Mainland China,2/6/20 3:23,274,1,31
Shanghai,Mainland China,2/6/20 6:53,257,1,25
Heilongjiang,Mainland China,2/6/20 8:13,227,3,8
Fujian,Mainland China,2/6/20 11:03,215,0,14
Shaanxi,Mainland China,2/6/20 13:53,173,0,9
Guangxi,Mainland China,2/6/20 4:13,168,0,14
Hebei,Mainland China,2/6/20 13:53,157,1,13
Yunnan,Mainland China,2/6/20 9:43,133,0,7
Hainan,Mainland China,2/6/20 11:13,106,1,8
Shanxi,Mainland China,2/6/20 23:03,96,0,12
Liaoning,Mainland China,2/6/20 14:33,94,0,5
Tianjin,Mainland China,2/6/20 6:23,78,1,2
Guizhou,Mainland China,2/6/20 9:53,71,1,6
Gansu,Mainland China,2/5/20 16:23,62,0,6
Jilin,Mainland China,2/6/20 14:23,59,0,4
Inner Mongolia,Mainland China,2/6/20 2:23,46,0,4
,Japan,2/6/20 2:53,45,0,1
Ningxia,Mainland China,2/6/20 2:13,40,0,1
Xinjiang,Mainland China,2/6/20 1:13,36,0,0
,Singapore,2/5/20 16:33,28,0,0
,Thailand,2/4/20 15:33,25,0,5
Hong Kong,Hong Kong,2/6/20 14:43,24,1,0
,South Korea,2/6/20 2:53,23,0,0
Qinghai,Mainland China,2/6/20 2:13,18,0,3
Taiwan,Taiwan,2/6/20 15:03,16,0,1
,Germany,2/3/20 20:53,12,0,0
,Malaysia,2/5/20 15:43,12,0,0
Macau,Macau,2/6/20 14:23,10,0,1
,Vietnam,2/6/20 1:13,10,0,1
,France,2/1/20 1:52,6,0,0
,United Arab Emirates,2/2/20 5:43,5,0,0
New South Wales,Australia,2/6/20 3:13,4,0,2
Queensland,Australia,2/6/20 2:53,4,0,0
Victoria,Australia,2/1/20 18:12,4,0,0
,India,2/3/20 21:43,3,0,0
South Australia,Australia,2/2/20 22:33,2,0,0
British Columbia,Canada,2/5/20 17:33,2,0,0
"Toronto, ON",Canada,2/4/20 0:13,2,0,0
,Italy,1/31/20 8:15,2,0,0
,Philippines,2/2/20 3:33,2,1,0
,Russia,1/31/20 16:13,2,0,0
,UK,2/1/20 1:52,2,0,0
"Chicago, IL",US,2/1/20 19:43,2,0,0
"San Benito, CA",US,2/3/20 3:53,2,0,0
"Santa Clara, CA",US,2/3/20 0:43,2,0,0
,Belgium,2/4/20 15:43,1,0,0
,Cambodia,1/31/20 8:15,1,0,0
"London, ON",Canada,2/4/20 0:03,1,0,0
,Finland,1/31/20 8:15,1,0,0
Tibet,Mainland China,2/1/20 1:52,1,0,0
,Nepal,1/31/20 8:15,1,0,0
,Spain,2/1/20 23:43,1,0,0
,Sri Lanka,1/31/20 8:15,1,0,0
,Sweden,2/1/20 2:13,1,0,0
"Boston, MA",US,2/1/20 19:43,1,0,0
"Los Angeles, CA",US,2/1/20 19:53,1,0,0
"Madison, WI",US,2/5/20 21:53,1,0,0
"Orange, CA",US,2/1/20 19:53,1,0,0
"Seattle, WA",US,2/1/20 19:43,1,0,0
"Tempe, AZ",US,2/1/20 19:43,1,0,0